gvkey,datadate,fyear,indfmt,tic,conm,curcd,at,ci,emp,lt,txpd,xopr,costat,mkvalt,prcc_f,city,state
179191,20161231,2016,INDL,PIZ,POWERSHRS DWA DEV MKT MOMENT,USD,,,,,,,A,,21.39,Downers Grove,IL
179192,20161231,2016,INDL,PIE,POWERSHRS DWA EMG MKT MOMENT,USD,,,,,,,A,,14.74,Downers Grove,IL
179202,20161231,2016,INDL,SATS,ECHOSTAR CORP,USD,9008.859,172.936,4,5002.054,11.7,2183.164,A,4851.1132,51.39,Englewood,CO
179213,20161231,2016,INDL,MLN,VANECK VECTORS AMT-FREE LONG,USD,,,,,,,A,,19.36,New York,NY
179216,20161231,2016,INDL,BIP,BROOKFIELD INFRS PTRS LP,USD,21275,1104,0,11611,33,1229,A,8682.118,33.47,Hamilton,
179221,20160630,2016,INDL,IFXY,INFRAX SYSTEMS INC,USD,0.759,0.45,0.007,0.783,0,0.008,A,0.0926,0.0001,St. Petersburg,FL
179234,20161231,2016,INDL,SFBC,SOUND FINANCIAL BANCORP INC,USD,588.383,,,528.108,,13.878,A,69.972,28,Seattle,WA
179234,20161231,2016,FS,SFBC,SOUND FINANCIAL BANCORP INC,USD,588.383,,,528.108,,,A,69.972,28,Seattle,WA
179236,20161231,2016,INDL,ETR8,ENTERGY TEXAS INC,USD,4033.081,107.538,0.619,2964.087,28.523,1262.983,A,,,The Woodlands,TX
179246,20161031,2016,INDL,QRMLF,QUEST RARE MINERALS LTD,CAD,3.348,-2.51,,5.991,,1.903,A,10.3715,0.12,Montreal,QC
179248,20161231,2016,INDL,KOL,VANECK VECTORS COAL ETF,USD,,,,,,,A,,12.26,New York,NY
179249,20161231,2016,INDL,BWEN,BROADWIND ENERGY INC,USD,117.662,0.319,0.6,49.079,0.023,172.016,A,60.2786,4.045,Cicero,IL
179264,20161231,2016,INDL,CYH.,ISHARES GLBL MONTHLY DIV IDX,CAD,,,,,,,A,,18.33,San Francisco,CA
179265,20161231,2016,INDL,HNUZF,HORIZONS BETAPRO NAT GAS BU,CAD,,,,,,,A,,13.53,Toronto,ON
179266,20161231,2016,INDL,HZOZF,HORIZONS BETAPRO CRD OIL BU,CAD,,,,,,,A,,8.89,Toronto,ON
179267,20161231,2016,INDL,HBNNF,HORIZONS BETAPRO NAT GAS BE,CAD,,,,,,,A,,8.24,Toronto,ON
179268,20161231,2016,INDL,HBTPF,HORIZONS BETAPRO CRD OIL BE,CAD,,,,,,,A,,9.18,Toronto,ON
179285,20161231,2016,INDL,PGX,POWERSHARES PREFERRED PORT,USD,,,,,,,A,,14.23,Downers Grove,IL
179293,20161231,2016,INDL,HBCGF,HORIZONS BETAPRO COMX GLD BU,CAD,,,,,,,A,,7.21,Toronto,ON
179294,20161231,2016,INDL,BTTGF,HORIZONS BETAPRO COMX GLD BE,CAD,,,,,,,A,,18.25,Toronto,ON
179298,20161231,2016,INDL,EBSB,MERIDIAN BANCORP INC (MD),USD,4436.002,38.088,0.5,3828.705,19.151,93.954,A,962.3313,18.9,Peabody,MA
179298,20161231,2016,FS,EBSB,MERIDIAN BANCORP INC (MD),USD,4436.002,38.088,0.5,3828.705,,,A,962.3313,18.9,Peabody,MA
179312,20161231,2016,INDL,BJK,VANECK VECTORS GAMING ETF,USD,,,,,,,A,,33.84,New York,NY
179313,20161231,2016,INDL,GCC,WISDOMTREE CONTINUOUS COMDTY,USD,,,,,,,A,,19.33,Atlanta,GA
179341,20161231,2016,INDL,BHL,BLACKROCK DEFINED OPPORTY TR,USD,,,,,,,A,,13.7903,Wilmington,DE
179348,20161231,2016,INDL,CLFMF,ISHARES 1-5 YR LADDERED GOV,CAD,,,,,,,A,,18.56,San Francisco,CA
179349,20161231,2016,INDL,HAO,GUGGENHEIM CHINA SMALL CAP,USD,,,,,,,A,,22.29,Lisle,IL
179386,20161231,2016,INDL,BLSPD,BLUE SPHERE CORP,USD,16.521,-1.801,0.012,18.745,,7.499,A,18.6662,0.0669,Charlotte,NC
179400,20161031,2016,INDL,PIN,POWERSHARES INDIA PORTFOLIO,USD,,,,,,,A,,20.77,Downers Grove,IL
179413,20160630,2016,INDL,CSII,CARDIOVASCULAR SYSTEMS INC,USD,142.406,-56.074,0.581,41.509,,218.473,A,602.553,18.375,St. Paul,MN
179425,20161231,2016,INDL,GSY,GUGGENHEIM ENHANCED SHORT DR,USD,,,,,,,A,,50.12,Lisle,IL
179437,20161231,2016,INDL,AWK,AMERICAN WATER WORKS CO INC,USD,17264,470,6.8,12046,16,1752,A,13154.9756,72.36,Voorhees,NJ
179441,20161231,2016,INDL,BEAT,BIOTELEMETRY INC,USD,198.984,53.415,1.087,60.07,0.359,173.292,A,631.6557,22.35,Malvern,PA
179461,20160630,2016,INDL,AYTU,AYTU BIOSCIENCE INC,USD,24.343,-28.18,0.058,14.258,,15.892,A,17.2877,0.385,Englewood,CO
179464,20161231,2016,INDL,DWX,SPDR S&P INTL DIVIDEND ETF,USD,,,,,,,A,,36.06,Boston,MA
179468,20161231,2016,INDL,CMR.,ISHARES PREM MONEY MKT FD,CAD,,,,,,,A,,50,San Francisco,CA
179480,20160831,2016,INDL,GFKRF,GFK RESOURCES INC,CAD,1.472,-0.664,,0.201,0,0.666,A,5.4687,0.135,Nova Scotia,NS
179501,20161231,2016,INDL,RWL,OPPENHEIMER LRG CAP REV ETF,USD,,,,,,,A,,43.4455,Philadelphia,PA
179502,20161231,2016,INDL,RWK,OPPENHEIMER MID CAP REV ETF,USD,,,,,,,A,,54.09,Philadelphia,PA
179504,20161231,2016,INDL,RWJ,OPPENHEIMER SML CAP REV ETF,USD,,,,,,,A,,67.12,Philadelphia,PA
179505,20161231,2016,INDL,EPI,WISDOMTREE INDIA EARNINGS FD,USD,,,,,,,A,,20.2,New York,NY
179520,20161231,2016,INDL,SMB,VANECK VECTR AMTFREE SH MUNI,USD,,,,,,,A,,17.25,New York,NY
179521,20161231,2016,INDL,UGA,UNITED STATES GASOLINE FD LP,USD,,,,,,,A,,31.32,Alameda,CA
179534,20160930,2016,INDL,V,VISA INC,USD,64035,5607,,31123,2842,4556,A,193752.3305,82.7,San Francisco,CA
179534,20160930,2016,FS,V,VISA INC,USD,64035,,,31123,,,A,193752.3305,82.7,San Francisco,CA
179551,20160930,2016,INDL,ELGSF,DUSOLO FERTILIZERS INC,CAD,6.915,-3.669,,3.992,,5.265,A,8.4751,0.035,Vancouver,BC
179552,20161231,2016,INDL,EMPK,EMPIRE BANCORP INC,USD,781.435,,,718.443,,3.933,A,87.6512,12.74,Islandia,NY
179552,20161231,2016,FS,EMPK,EMPIRE BANCORP INC,USD,781.435,,,718.443,,,A,87.6512,12.74,Islandia,NY
179566,20161031,2016,INDL,SLVRF,SILVER ONE RESOURCES INC,CAD,9.197,-0.846,,0.118,0,0.93,A,91.6888,1.12,Vancouver,BC
179577,20161231,2016,INDL,CFX,COLFAX CORP,USD,6385.459,-155.797,16,3292.115,77.104,3183.047,A,4411.4854,35.93,Annapolis Junction,MD
179583,20160630,2016,INDL,FN,FABRINET,USD,856.45,62.532,9.33,302.031,5.473,889.62,A,1342.1107,37.12,George Town,
179597,20161231,2016,INDL,HCCI,HERITAGE-CRYSTAL CLEAN INC,USD,314.307,6.014,1.195,116.038,0.316,317.326,A,350.11,15.7,Elgin,IL
179621,20161231,2016,INDL,PM,PHILIP MORRIS INTERNATIONAL,USD,36851,7043,79.5,47751,2829,15127,A,141936.3051,91.49,New York,NY
179656,20161231,2016,INDL,WIP,SPDR CITI INTL GOVT INFL-PRT,USD,,,,,,,A,,52.02,Boston,MA
179657,20160930,2016,INDL,HI,HILLENBRAND INC,USD,1960.9,94.6,6.1,1314.7,48,1270,A,1993.32,31.64,Batesville,IN
179666,20161231,2016,INDL,LOGM,LOGMEIN INC,USD,443.293,1.236,1.124,247.177,-5.439,295.153,A,2467.0456,96.55,Boston,MA
179686,20161231,2016,INDL,ZGNX,ZOGENIX INC,USD,231.505,,,110.749,,91.304,A,301.478,12.15,Emeryville,CA
179700,20161231,2016,INDL,DPS,DR PEPPER SNAPPLE GROUP INC,USD,9791,813,20,7657,431,4805,A,16603.4904,90.67,Plano,TX
179704,20161231,2016,INDL,LTL,PROSHARES ULTRA TELECOMMS,USD,,,,,,,A,,120.18,Bethesda,MD
179716,20161231,2016,INDL,ACWI,ISHARES MSCI ACWI ETF,USD,,,,,,,A,,59.17,San Francisco,CA
179717,20161231,2016,INDL,ACWX,ISHARES MSCI ACWI EX US ETF,USD,,,,,,,A,,40.27,San Francisco,CA
179722,20161231,2016,INDL,THD,ISHARES MSCI THAILAND CPD,USD,,,,,,,A,,72.09,San Francisco,CA
179723,20161231,2016,INDL,EIS,ISHARES MSCI ISRAEL CAPPED,USD,,,,,,,A,,46.4014,San Francisco,CA
179724,20161231,2016,INDL,TUR,ISHARES MSCI TURKEY ETF,USD,,,,,,,A,,32.47,San Francisco,CA
179738,20161231,2016,INDL,ERII,ENERGY RECOVERY INC,USD,149.063,,,83.93,0.049,49.67,A,550.2371,10.35,San Leandro,CA
179741,20161231,2016,INDL,KKR,KKR & CO LP,USD,39002.897,916.081,1.178,21884.814,33.526,1614.142,A,6962.1282,15.39,New York,NY
179750,20160731,2016,INDL,NMEX,NORTHERN MINERALS & EXPL LTD,USD,2.119,-0.185,0.003,1.902,0,0.199,A,0.6844,0.0265,Quitman,TX
179808,20161231,2016,INDL,UHN,UNITED STATES DIESEL-HEATING,USD,,,,,,,A,,16.7768,Alameda,CA
179819,20161031,2016,INDL,NX,QUANEX BUILDING PRODUCTS,USD,780.353,-30.575,4.138,412.522,1.055,817.895,A,557.786,16.3,Houston,TX
179825,20160630,2016,INDL,NHVCF,NORTHERN VERTEX MINING CORP,CAD,28.634,-3.046,,1.899,,3.504,A,40.021,0.42,Vancouver,BC
179831,20161231,2016,INDL,WES,WESTERN GAS PARTNERS LP,USD,7733.028,602.294,0,3597.249,0.838,887.94,A,8404.4428,58.76,The Woodlands,TX
179840,20161231,2016,INDL,FLDM,FLUIDIGM CORP,USD,306.395,-75.601,0.589,253.162,0.355,159.698,A,212.6342,7.28,South San Francisco,CA
179854,20161231,2016,INDL,TAN,GUGGENHEIM SOLAR ETF,USD,,,,,,,A,,16.57,Lisle,IL
179865,20160630,2016,INDL,WMPN,WILLIAM PENN BANCORP INC,USD,314.074,2.297,,254.171,1.307,7.848,A,74.3255,21.5,Levittown,PA
179865,20160630,2016,FS,WMPN,WILLIAM PENN BANCORP INC,USD,314.074,2.297,,254.171,,,A,74.3255,21.5,Levittown,PA
179889,20161231,2016,INDL,AGNC,AGNC INVESTMENT CORP,USD,56880,264,0.054,49524,0,94,A,6001.03,18.13,Bethesda,MD
179889,20161231,2016,FS,AGNC,AGNC INVESTMENT CORP,USD,56880,,0.054,49524,,,A,6001.03,18.13,Bethesda,MD
179891,20161231,2016,INDL,KWT,VANECK VECTORS SOLAR ENERGY,USD,,,,,,,A,,34.5096,New York,NY
179957,20161231,2016,INDL,ECHO,ECHO GLOBAL LOGISTICS INC,USD,766.768,1.59,2.35,408.618,3.1,1657.111,A,704.6816,25.05,Chicago,IL
179968,20161231,2016,INDL,PST,PROSHARES ULT SHRT 7-10,USD,,,,,,,A,,22.57,Bethesda,MD
179969,20161231,2016,INDL,TBT,PROSHARES ULT SHRT 20 PL,USD,,,,,,,A,,40.82,Bethesda,MD
179974,20161231,2016,INDL,HCI,HCI GROUP INC,USD,670.064,33.455,0.323,426.318,18.857,204.774,A,,39.48,Tampa,FL
179974,20161231,2016,FS,HCI,HCI GROUP INC,USD,670.064,,0.323,426.318,,,A,,39.48,Tampa,FL
180012,20160930,2016,INDL,WPSHF,WESTERN POTASH CORP,CAD,149.777,-5.387,0.005,0.299,,5.913,A,64.8619,0.14,Vancouver,
180016,20161231,2016,INDL,MRC,MRC GLOBAL INC,USD,2164,-85,3.5,1046,11,2963,A,1921.7015,20.26,Houston,TX
180029,20161231,2016,INDL,DGI,DIGITALGLOBE INC,USD,3009.9,26.5,1.733,1837,0.1,349.5,A,1759.11,28.65,Westminster,CO
180032,20161231,2016,INDL,GRI,COHEN & STEERS GLBL RLTY MJR,USD,,,,,,,A,,41.6647,Denver,CO
180048,20161231,2016,INDL,RWO,SPDR DOW JONES GLBL RL EST,USD,,,,,,,A,,46.86,Boston,MA
180077,20161231,2016,INDL,ICN,WISDOMTREE INDIAN RUPEE STRT,USD,,,,,,,A,,21.55,New York,NY
180079,20161231,2016,INDL,CYB,WISDOMTREE CHINESE YUAN STRT,USD,,,,,,,A,,23.26,New York,NY
180080,20161231,2016,INDL,BZF,WISDOMTREE BRZ REAL STRAT FD,USD,,,,,,,A,,17.04,New York,NY
180083,20161231,2016,INDL,LOPE,GRAND CANYON EDUCATION INC,USD,1092.493,148.093,3.85,318.807,66.197,587.789,A,2779.8236,58.45,Phoenix,AZ
180100,20161231,2016,INDL,EWX,SPDR S&P EMRG MARKETS SM CAP,USD,,,,,,,A,,39.72,Boston,MA
180109,20160930,2016,INDL,MLVF,MALVERN BANCORP INC,USD,821.272,12.958,0.083,726.681,0,15.789,A,105.2224,16.4,Paoli,PA
180109,20160930,2016,FS,MLVF,MALVERN BANCORP INC,USD,821.272,12.958,0.083,726.681,,,A,105.2224,16.4,Paoli,PA
180118,20160630,2016,INDL,SINO,SINO-GLOBAL SHIPPING AMERICA,USD,9.054,-2.436,0.027,2.437,0.023,8.5,A,5.6311,0.68,Roslyn,NY
180167,20161231,2016,INDL,SNI,SCRIPPS NETWORKS INTERACTIVE,USD,6200.294,614.094,3.6,3971.866,408.275,1968.784,A,9231.1385,71.37,Knoxville,TN
180183,20161231,2016,INDL,HBCP,HOME BANCORP INC,USD,1556.732,,,1376.889,,41.357,A,283.7835,38.61,Lafayette,LA
180183,20161231,2016,FS,HBCP,HOME BANCORP INC,USD,1556.732,,,1376.889,,,A,283.7835,38.61,Lafayette,LA
180193,20160930,2016,INDL,FSC,FIFTH STREET FINANCE CORP,USD,2352.53,-66.556,0,1210.242,,67.024,A,832.3348,5.81,Greenwich,CT
180193,20160930,2016,FS,FSC,FIFTH STREET FINANCE CORP,USD,2352.53,,0,1210.242,,,A,832.3348,5.81,Greenwich,CT
180194,20160930,2016,INDL,AIKO,ALTERNATIVE INVESTMENT CORP,USD,0.654,-0.233,0.001,0.372,0,0.238,A,0.8639,0.1,San Mateo,CA
180198,20161231,2016,INDL,PNQI,POWERSHARES NASDAQ INTRNT PT,USD,,,,,,,A,,82.64,Downers Grove,IL
180209,20161231,2016,INDL,FRN,GUGGENHEIM FRONTIER MARKETS,USD,,,,,,,A,,11.5588,Lisle,IL
180220,20161231,2016,INDL,SEF,PROSHARES SHORT FINANCIALS,USD,,,,,,,A,,13.96,Bethesda,MD
180221,20161231,2016,INDL,DDG,PROSHARES SHORT OIL & GAS,USD,,,,,,,A,,23,Bethesda,MD
180228,20161231,2016,INDL,IVR,INVESCO MORTGAGE CAPITAL INC,USD,15706.238,208.618,0,13436.054,,44.106,A,1629.287,14.6,Atlanta,GA
180228,20161231,2016,FS,IVR,INVESCO MORTGAGE CAPITAL INC,USD,15706.238,,0,13436.054,,,A,1629.287,14.6,Atlanta,GA
180256,20161231,2016,INDL,NNA,NAVIOS MARITIME ACQUISITION,USD,1703.619,62.878,,1128.188,,123.47,A,255.9911,1.7,Monaco,
180257,20161231,2016,INDL,FAN,FIRST TR EXCH TRADED FD  II,USD,,,,,,,A,,11.7,Wheaton,IL
180259,20161231,2016,INDL,HQU.,HORIZONS BETAPRO NSDQ 100 BL,CAD,,,,,,,A,,32.87,Toronto,ON
180260,20161231,2016,INDL,HSD.,HORIZONS BETAPRO S&P500 BE,CAD,,,,,,,A,,6.77,Toronto,ON
180261,20161231,2016,INDL,HQD.,HORIZONS BETAPRO NSDQ 100 BR,CAD,,,,,,,A,,16.8,Toronto,ON
180262,20161231,2016,INDL,HSU.,HORIZONS BETAPRO S&P500 BU,CAD,,,,,,,A,,36.24,Toronto,ON
180272,20161231,2016,INDL,BKFS,BLACK KNIGHT FINANCIAL SVCS,USD,3762,132.3,4.25,1822.6,21.9,608.1,A,2611.6398,37.8,Jacksonville,FL
180287,20161231,2016,INDL,HZBTF,HORIZONS BETAPRO US 30-YR BE,CAD,,,,,,,A,,10.15,Bethesda,MD
180303,20161231,2016,INDL,AUNZ,WISDOMTREE AUS & NZ DEBT FD,USD,,,,,,,A,,17.07,New York,NY
180304,20161231,2016,INDL,WOOD,ISHARES GBL TIMBER/FORST ETF,USD,,,,,,,A,,53.6,San Francisco,CA
180306,20161231,2016,INDL,ICLN,ISHARES GLBL CLEAN ENRGY ETF,USD,,,,,,,A,,7.88,San Francisco,CA
180328,20161231,2016,INDL,VT,VANGUARD TOTAL WORLD STK ETF,USD,,,,,,,A,,61,Malvern,PA
180330,20160630,2016,INDL,OBGRF,ORBIT GARANT DRILLING INC,CAD,105.164,-0.018,0.908,26.093,-0.701,100.328,A,60.7247,1.73,Val-d'Or,QC
180345,20160630,2016,INDL,RSSS,RESEARCH SOLUTIONS INC,USD,12.372,-0.512,0.12,6.331,0.028,34.694,A,25.7148,1.08,Encino,CA
180363,20161231,2016,INDL,ALIM,ALIMERA SCIENCES INC,USD,70.229,,,44.643,,59.413,A,,1.08,Alpharetta,GA
180392,20160930,2016,INDL,KVLQF,KIVALLIQ ENERGY CORP,CAD,57.946,-0.313,,3.727,0,0.626,A,17.6658,0.08,Vancouver,BC
180395,20161231,2016,INDL,ILG,ILG INC,USD,3304,238,10.5,1710,93,1087,A,2265.1994,18.17,Miami,FL
180402,20161231,2016,INDL,HSNI,HSN INC,USD,1304.533,121.023,6.5,1109.047,68.616,3287.734,A,1791.832,34.3,St. Petersburg,FL
180405,20161231,2016,INDL,ATVI,ACTIVISION BLIZZARD INC,USD,17452,970,9.6,8333,121,3985,A,26919.5356,36.11,Santa Monica,CA
180413,20160930,2016,INDL,DL,CHINA DISTANCE EDUCATION-ADR,USD,148.92,20.016,1.726,92.448,5.245,85.98,A,,12.92,Beijing,
180423,20161231,2016,INDL,TREE,LENDINGTREE INC,USD,323.427,27.494,0.399,91.992,3.073,325.022,A,1195.1192,101.35,Charlotte,NC
180423,20161231,2016,FS,TREE,LENDINGTREE INC,USD,323.427,,0.399,91.992,,,A,1195.1192,101.35,Charlotte,NC
180435,20161231,2016,INDL,AFK,VANECK VECTORS AFRICA ETF,USD,,,,,,,A,,19.79,New York,NY
180443,20161231,2016,INDL,GULF,WISDOMTREE MIDDLE EAST DIV,USD,,,,,,,A,,16.69,New York,NY
180445,20160630,2016,INDL,CNRMF,CONFEDERATION MINERALS LTD,CAD,0.102,-13.195,,0.66,,12.731,A,4.1268,0.6,Vancouver,BC
180466,20161231,2016,INDL,JBT,JOHN BEAN TECHNOLOGIES,USD,1187.4,57.8,5,1007.5,25.8,1188.9,A,2506.0442,85.95,Chicago,IL
180483,20160930,2016,INDL,BERY,BERRY PLASTICS GROUP INC,USD,7653,207,21,7432,43,5351,A,5349.7,43.85,Evansville,IN
180485,20161231,2016,INDL,IPF,SPDR S&P INTL FINANCIAL SECT,USD,,,,,,,A,,19.3699,Boston,MA
180486,20161231,2016,INDL,IPW,SPDR S&P INTL ENERGY SECTOR,USD,,,,,,,A,,18.7,Boston,MA
180487,20161231,2016,INDL,IPU,SPDR S&P INTL UTILITIES SECT,USD,,,,,,,A,,14.837,Boston,MA
180488,20161231,2016,INDL,IST,SPDR S&P INTL TELECOMMS SECT,USD,,,,,,,A,,22.67,Boston,MA
180489,20161231,2016,INDL,IPK,SPDR S&P INTL TECHNOLOGY SEC,USD,,,,,,,A,,34.0199,Boston,MA
180490,20161231,2016,INDL,IRV,SPDR S&P INTL MATERIALS SECT,USD,,,,,,,A,,20.16,Boston,MA
180491,20161231,2016,INDL,IPN,SPDR S&P INTL INDUSTRIAL SEC,USD,,,,,,,A,,29.5299,Boston,MA
180492,20161231,2016,INDL,IRY,SPDR S&P INTL HEALTHCARE SEC,USD,,,,,,,A,,43.5,Boston,MA
180506,20161231,2016,INDL,LUCRF,LUCARA DIAMOND CORP,CAD,405.465,119.401,0.25,136.958,114.837,147.354,A,1162.0278,3.04,Vancouver,
180508,20161231,2016,INDL,IPS,SPDR S&P INTL CONSUMER STPL,USD,,,,,,,A,,39.5548,Boston,MA
180509,20161231,2016,INDL,IPD,SPDR S&P INTL CONSUMER DISCR,USD,,,,,,,A,,35.9924,Boston,MA
180545,20161231,2016,INDL,DNO,UNITED STATES SHORT OIL FUND,USD,,,,,,,A,,61.96,Alameda,CA
180574,20160731,2016,INDL,RYES,RISE RESOURCES INC,USD,0.561,-0.485,0.001,0.174,0,0.515,A,3.9439,0.12,Vancouver,BC
180635,20161231,2016,INDL,CLD,CLOUD PEAK ENERGY INC,USD,1714.776,56.676,1.3,763.115,-8.443,700.813,A,344.8187,5.61,Gillette,WY
180646,20161231,2016,INDL,MYRG,MYR GROUP INC,USD,573.495,20.882,4.6,310.321,6.274,1065.552,A,615.4274,37.68,Rolling Meadows,IL
180652,20161231,2016,INDL,VRSK,VERISK ANALYTICS INC,USD,4631.2,182.4,6.314,3298.8,289.2,993.5,A,13548.5717,81.17,Jersey City,NJ
180669,20161231,2016,INDL,AAXJ,ISHARES MSCI AC ASIA EX JAPN,USD,,,,,,,A,,54.93,San Francisco,CA
180681,20160630,2016,INDL,ABBB,AUBURN BANCORP INC,USD,70.476,0.425,,63.961,0.004,1.84,A,4.1085,8.3,Auburn,ME
180681,20160630,2016,FS,ABBB,AUBURN BANCORP INC,USD,70.476,0.425,,63.961,,,A,4.1085,8.3,Auburn,ME
180683,20160630,2016,INDL,IBIO,IBIO INC,USD,51.6,-10.661,0.026,27.556,,9.901,A,64.1585,0.72,New York,NY
180690,20160630,2016,INDL,RCON,RECON TECHNOLOGY LTD,USD,11.955,-6.137,0.083,4.492,0.021,12.291,A,6.5585,1.13,Beijing,
180695,20160630,2016,INDL,LBSV,LIBERTY SILVER CORP,USD,0.112,-2.498,0.003,1.572,0,2.351,A,0.0012,0.0001,Toronto,ON
180707,20161231,2016,INDL,CGR.,ISHARES GLOBAL REAL ESTATE,CAD,,,,,,,A,,28.15,San Francisco,CA
180711,20161031,2016,INDL,AVGO,BROADCOM LTD,USD,49966,-1922,15.7,28090,242,8234,A,67819.2887,170.28,Singapore,
180723,20161231,2016,INDL,CIF.,ISHARES GBL INFRASTRUCTURE,CAD,,,,,,,A,,25.35,San Francisco,CA
180734,20160630,2016,INDL,3CHND,CHINA MEDIA INC,USD,4.459,-3.064,0.046,0.568,0,3.045,A,0.3975,0.01,Xi'an,
180759,20161231,2016,INDL,SAUC,DIVERSIFIED RESTAURANT HLDGS,USD,133.182,,,137.293,,144.182,A,37.2848,1.4,Southfield,MI
180763,20161231,2016,INDL,HAP,VANECK VECTORS NAT RESOURCES,USD,,,,,,,A,,32.36,New York,NY
180821,20161231,2016,INDL,ASCMA,ASCENT CAPITAL GROUP INC,USD,2132.432,-85.731,,1893.787,,261.786,A,202.2559,16.26,Greenwood Village,CO
180822,20161231,2016,INDL,MHH,MASTECH DIGITAL INC,USD,39.491,,,20.419,,127.501,A,30.1479,6.81,Pittsburgh,PA
180833,20161231,2016,INDL,MJN,MEAD JOHNSON NUTRITION CO,USD,4087.7,485.2,7.6,4559.8,219.3,2728.7,A,12977.384,70.76,Glenview,IL
180840,20161231,2016,INDL,PAGG,POWERSHARES II GLOBAL AGRI,USD,,,,,,,A,,24.6,Downers Grove,IL
180843,20161231,2016,INDL,PSAU,POWERSHARES II GLOBAL GOLD,USD,,,,,,,A,,17.58,Downers Grove,IL
180942,20161231,2016,INDL,DUK5,DUKE ENERGY CAROLINAS LLC,USD,36515,1168,,25743,-60,4037,A,,,Charlotte,NC
180958,20160930,2016,INDL,FSFG,FIRST SAVINGS FINANCIAL GP,USD,796.516,9.645,0.178,709.936,0.743,20.36,A,79.7328,36.16,Clarksville,IN
180958,20160930,2016,FS,FSFG,FIRST SAVINGS FINANCIAL GP,USD,796.516,9.645,0.178,709.936,,,A,79.7328,36.16,Clarksville,IN
181104,20161231,2016,INDL,MDRX,ALLSCRIPTS HEALTHCARE SOLTNS,USD,3832.159,-54.557,7.5,2171.273,2.951,1319.985,A,1843.0071,10.21,Chicago,IL
181256,20161031,2016,INDL,RBIZ,REALBIZ MEDIA GROUP INC,USD,0.189,-0.897,0.009,1.99,,1.316,A,0.9487,0.0061,Gaithersburg,MD
181269,20161231,2016,INDL,GPRE,GREEN PLAINS INC,USD,2506.492,27.519,1.294,1527.301,4.692,3231.367,A,1068.4374,27.85,Omaha,NE
181272,20161231,2016,INDL,FLM,FIRST TR GBL ENG/CONST ETF,USD,,,,,,,A,,49.19,Wheaton,IL
181273,20161231,2016,INDL,PXR,POWERSHARES EMERG INFRASTR,USD,,,,,,,A,,30.6612,Downers Grove,IL
181290,20161231,2016,INDL,DMRC,DIGIMARC CORP,USD,78.736,-21.672,0.18,5.402,0.038,41.783,A,315.69,30,Beaverton,OR
181515,20160630,2016,INDL,ANCB,ANCHOR BANCORP/WA,USD,431.504,0.657,0.107,368.308,0.126,14.753,A,57.988,23.63,Lacey,WA
181515,20160630,2016,FS,ANCB,ANCHOR BANCORP/WA,USD,431.504,0.657,0.107,368.308,,,A,57.988,23.63,Lacey,WA
181649,20161231,2016,INDL,FAS,DIREXION DAILY FINL BULL 3X,USD,,,,,,,A,,40.9,New York,NY
181650,20161231,2016,INDL,FAZ,DIREXION DAILY FINL BEAR 3X,USD,,,,,,,A,,21.72,New York,NY
181651,20161231,2016,INDL,TZA,DIREXION DAILY SM CP BEAR 3X,USD,,,,,,,A,,19.85,New York,NY
181652,20161231,2016,INDL,TNA,DIREXION DAILY SM CP BULL 3X,USD,,,,,,,A,,101.15,New York,NY
181653,20161231,2016,INDL,SPXS,DIREXION DAILY SP500 BEAR 3X,USD,,,,,,,A,,10.8,New York,NY
181654,20161231,2016,INDL,SPXL,DIREXION DAILY SP500 BULL 3X,USD,,,,,,,A,,107.75,New York,NY
181655,20161231,2016,INDL,ERY,DIREXION DAILY ENER BEAR 3X,USD,,,,,,,A,,9.53,New York,NY
181656,20161231,2016,INDL,ERX,DIREXION DAILY ENER BULL 3X,USD,,,,,,,A,,39.91,New York,NY
181699,20161231,2016,INDL,SUB,ISHARES ST NATL MUNI BD ETF,USD,,,,,,,A,,105.0727,San Francisco,CA
181700,20161231,2016,INDL,AOM,ISHARES CORE MODERATE ALLOC,USD,,,,,,,A,,35.23,San Francisco,CA
181701,20161231,2016,INDL,AOR,ISHARES CORE GROWTH ALLOC FD,USD,,,,,,,A,,40.58,San Francisco,CA
181702,20161231,2016,INDL,AOK,ISHARES CORE CONSERV ALLOCN,USD,,,,,,,A,,32.53,San Francisco,CA
181703,20161231,2016,INDL,AOA,ISHARES CORE AGGRESSIV ALLOC,USD,,,,,,,A,,47.22,San Francisco,CA
181704,20161231,2016,INDL,AGZ,ISHARES AGENCY BOND ETF,USD,,,,,,,A,,112.62,San Francisco,CA
181774,20161231,2016,INDL,RWW,OPPENHEIMER FINLS SECTOR REV,USD,,,,,,,A,,57.59,Philadelphia,PA
181804,20161231,2016,INDL,ALARF,ALARIS ROYALTY CORP,CAD,787.221,32.125,0.014,132.523,7.9,15.325,A,870.2472,23.95,Calgary,AB
181804,20161231,2016,FS,ALARF,ALARIS ROYALTY CORP,CAD,787.221,,0.014,132.523,,,A,870.2472,23.95,Calgary,AB
181806,20161231,2016,INDL,XGR.,ISHARES GROWTH CORE PORT BLD,CAD,,,,,,,A,,27.15,Toronto,ON
181807,20161231,2016,INDL,XAL.,ISHARES ALT COMP PRT BLDR FD,CAD,,,,,,,A,,27.24,Toronto,ON
181808,20161231,2016,INDL,XCR.,ISHARES CNSRV CR PRT BLDR FD,CAD,,,,,,,A,,23,Toronto,ON
